filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	summarylen	summarytext
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case, under the influence of drugs, experiences a hallucinatory high and walks through Freeside until morning, feeling disconnected from his thoughts and surroundings. He is then confronted by three individuals who arrest him.	46389	2992	45	851	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case is interrogated by the three individuals, who reveal that Armitage is already in custody and that Case is being charged with conspiracy to augment an artificial intelligence. They question him about his involvement and knowledge of the operation.	46389	2992	46	851	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation. In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka. Case and the construct discuss the motives and nature of Wintermute, an AI, and the potential confusion between its actions and those of its parent company. They analyze a virus program and Case contemplates getting high while watching people at the hotel pool. Case takes a beta drug and experiences intense physical and mental effects, while Molly expresses concern and prepares for their dinner date with Armitage. In the passage, Riviera recounts a vivid dream to Case and Molly, where he imagines a room and a woman's body gradually forming on the bed, leading to a disturbing and violent encounter. Case, feeling tense and unhappy, tries to locate Molly by accessing the hotel's records through the construct, but is interrupted by Lonny Zone, who taunts him about Linda's death and reveals that he knows about Deane's involvement. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one and is confronted by a woman who threatens him. Molly reveals to Case that she was unknowingly involved in a snuff operation, where she performed sexual acts on customers who were covered in blood, and she suspects that her boss had a secret clientele for her services. In the passage, Case reminisces about his encounter with Wintermute and the rage that has been building within him. Cath approaches him and offers him a drug, which he takes, leading to a powerful and intense experience.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case is interrogated by Roland, Pierre, and Michèle, who reveal that they know about his involvement with Armitage and Wintermute. They give him an ultimatum to either cooperate and testify against Wintermute or face dire consequences.	47397	3067	46	884	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case agrees to cooperate with Roland, Pierre, and Michèle, and is taken to a ship where they plan to erase McCoy Pauley's construct with a pulse weapon. He thinks about Molly and the danger she may be facing in Straylight.	47397	3067	47	884	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation. In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka. Case and the construct discuss the motives and nature of Wintermute, an AI, and the potential confusion between its actions and those of its parent company. They analyze a virus program and Case contemplates getting high while watching people at the hotel pool. Case takes a beta drug and experiences intense physical and mental effects, while Molly expresses concern and prepares for their dinner date with Armitage. In the passage, Riviera recounts a vivid dream to Case and Molly, where he imagines a room and a woman's body gradually forming on the bed, leading to a disturbing and violent encounter. Case, feeling tense and unhappy, tries to locate Molly by accessing the hotel's records through the construct, but is interrupted by Lonny Zone, who taunts him about Linda's death and reveals that he knows about Deane's involvement. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one and is confronted by a woman who threatens him. Molly reveals to Case that she was unknowingly involved in a snuff operation, where she performed sexual acts on customers who were covered in blood, and she suspects that her boss had a secret clientele for her services. In the passage, Case reminisces about his encounter with Wintermute and the rage that has been building within him. Cath approaches him and offers him a drug, which he takes, leading to a powerful and intense experience. Case, under the influence of drugs, experiences a hallucinatory high and walks through Freeside until morning, feeling disconnected from his thoughts and surroundings. He is then confronted by three individuals who arrest him.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and his companions, including Roland, Michèle, and Pierre, are ambushed by a microlight while crossing a bridge in Freeside. Pierre is killed, Michèle tries to shoot down the microlight, and Roland is attacked by a gardening robot. Case manages to escape and heads to Garvey with Aerol, where they find the yacht HANIWA and Armitage waiting for them.	48398	3136	47	622	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Aerol arrive at Garvey to find Armitage and the HANIWA waiting for them. They discuss the situation and decide to proceed with their mission. Case prepares to jack into the matrix and continue their operation.	48398	3136	48	622	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation. In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka. Case and the construct discuss the motives and nature of Wintermute, an AI, and the potential confusion between its actions and those of its parent company. They analyze a virus program and Case contemplates getting high while watching people at the hotel pool. Case takes a beta drug and experiences intense physical and mental effects, while Molly expresses concern and prepares for their dinner date with Armitage. In the passage, Riviera recounts a vivid dream to Case and Molly, where he imagines a room and a woman's body gradually forming on the bed, leading to a disturbing and violent encounter. Case, feeling tense and unhappy, tries to locate Molly by accessing the hotel's records through the construct, but is interrupted by Lonny Zone, who taunts him about Linda's death and reveals that he knows about Deane's involvement. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one and is confronted by a woman who threatens him. Molly reveals to Case that she was unknowingly involved in a snuff operation, where she performed sexual acts on customers who were covered in blood, and she suspects that her boss had a secret clientele for her services. In the passage, Case reminisces about his encounter with Wintermute and the rage that has been building within him. Cath approaches him and offers him a drug, which he takes, leading to a powerful and intense experience. Case, under the influence of drugs, experiences a hallucinatory high and walks through Freeside until morning, feeling disconnected from his thoughts and surroundings. He is then confronted by three individuals who arrest him. In the passage, Case is interrogated by Roland, Pierre, and Michèle, who reveal that they know about his involvement with Armitage and Wintermute. They give him an ultimatum to either cooperate and testify against Wintermute or face dire consequences.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and the Flatline discuss the dangerous Tessier-Ashpool ice and decide to abandon their current plan, opting to run instead.	49409	3206	48	684	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and the Flatline attempt to escape the Tessier-Ashpool ice using the Chinese virus, discovering their undetectability and discussing the advantages it may bring.	49409	3206	49	684	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation. In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka. Case and the construct discuss the motives and nature of Wintermute, an AI, and the potential confusion between its actions and those of its parent company. They analyze a virus program and Case contemplates getting high while watching people In the passage, Case and his companions, including Roland, Michèle, and Pierre, are ambushed by a microlight while crossing a bridge in Freeside. Pierre is killed, Michèle tries to shoot down the microlight, and Roland is attacked by a gardening robot. Case manages to escape and heads to Garvey with Aerol, where they find the yacht HANIWA and Armitage waiting for them.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and the Finn discuss memory and the holographic nature of human memory. The Finn reveals that he needs Case's help and shows him a charred wasps' nest, explaining its significance to Tessier-Ashpool. The Finn then takes Case on a virtual tour of the Villa Straylight.	50422	3270	49	704	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and the Finn discuss Tessier-Ashpool and the Villa Straylight, including its hidden chambers and the plan to infiltrate it.	50422	3270	50	704	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation. In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka. Case and the construct discuss the motives and nature of Wintermute, an AI, and the potential confusion between its actions and those of its parent company. They analyze a virus program and Case contemplates getting high while watching people In the passage, Case and his companions, including Roland, Michèle, and Pierre, are ambushed by a microlight while crossing a bridge in Freeside. Pierre is killed, Michèle tries to shoot down the microlight, and Roland is attacked by a gardening robot. Case manages to escape and heads to Garvey with Aerol, where they find the yacht HANIWA and Armitage waiting for them. Case and the Flatline discuss the dangerous Tessier-Ashpool ice and decide to abandon their current plan, opting to run instead.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, the Finn explains the architecture and significance of the Villa Straylight to Case, revealing that Molly's presence and the utterance of a specific word are crucial for their mission. Molly reminisces about her past and her relationship with a boy named Johnny while exploring the corridor of the Villa.	51431	3334	50	753	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case explore the corridor of the Villa Straylight, encountering museum cases and artifacts. Molly shares her past with Johnny and their criminal activities, hinting at the mission's significance and the danger they face.	51431	3334	51	753	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation. In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka. Case and the construct discuss the motives and nature of Wintermute, an AI, and the potential confusion between its actions and those of its parent company. They analyze a virus program and Case contemplates getting high while watching people In the passage, Case and his companions, including Roland, Michèle, and Pierre, are ambushed by a microlight while crossing a bridge in Freeside. Pierre is killed, Michèle tries to shoot down the microlight, and Roland is attacked by a gardening robot. Case manages to escape and heads to Garvey with Aerol, where they find the yacht HANIWA and Armitage waiting for them. Case and the Flatline discuss the dangerous Tessier-Ashpool ice and decide to abandon their current plan, opting to run instead. In the passage, Case and the Finn discuss memory and the holographic nature of human memory. The Finn reveals that he needs Case's help and shows him a charred wasps' nest, explaining its significance to Tessier-Ashpool. The Finn then takes Case on a virtual tour of the Villa Straylight.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly reminisces about her past and shares a story with Case about the Yakuza targeting her and Johnny, and how they were eventually hunted down by a skilled assassin.	52450	3409	51	805	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case explore Straylight, encountering intricate security measures and discussing Wintermute's manipulation of locks and the true nature of the Tessier-Ashpools.	52450	3409	52	805	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation. In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka. Case and the construct discuss the motives and nature of Wintermute, an AI, and the potential confusion between its actions and those of its parent company. They analyze a virus program and Case contemplates getting high while watching people In the passage, Case and his companions, including Roland, Michèle, and Pierre, are ambushed by a microlight while crossing a bridge in Freeside. Pierre is killed, Michèle tries to shoot down the microlight, and Roland is attacked by a gardening robot. Case manages to escape and heads to Garvey with Aerol, where they find the yacht HANIWA and Armitage waiting for them. Case and the Flatline discuss the dangerous Tessier-Ashpool ice and decide to abandon their current plan, opting to run instead. In the passage, Case and the Finn discuss memory and the holographic nature of human memory. The Finn reveals that he needs Case's help and shows him a charred wasps' nest, explaining its significance to Tessier-Ashpool. The Finn then takes Case on a virtual tour of the Villa Straylight. In the passage, the Finn explains the architecture and significance of the Villa Straylight to Case, revealing that Molly's presence and the utterance of a specific word are crucial for their mission. Molly reminisces about her past and her relationship with a boy named Johnny while exploring the corridor of the Villa.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly finds a key hidden in a small room and shares the story of how Wintermute manipulated events to ensure its secrecy, while Case and the Flatline prepare to enter the Tessier-Ashpool core using the Kuang Grade Mark Eleven program.	53456	3471	52	834	
